,comment,sentiment,text
1072,菜量一般 价格偏贵 味道更一般 不会再去,0,菜量 一般   价格 偏贵   味道 更 一般   不会 再 去
1073,第一次到天津在大众点评网上找的好吃的是小吊梨汤，很晚才到大悦城，到店以后小吊梨汤已经卖完了，而且人也很多。点了羊肉鸡毛菜，豆腐，梨汤虾，还有那个牛腩饭。味道都很好，应该说是京菜系列。唯一遗憾的是没有喝到小吊梨汤。下次有机会再去品尝。,1,第一次 到 天津 在 大众 点评 网上 找 的 好吃 的 是 小 吊梨汤 ， 很晚 才 到 大悦 城 ， 到 店 以后 小吊梨汤 已经 卖完 了 ， 而且 人 也 很多 。 点 了 羊肉 鸡毛 菜 ， 豆腐 ， 梨 汤 虾 ， 还有 那个 牛腩饭 。 味道 都 很 好 ， 应该 说 是 京菜 系列 。 唯一 遗憾 的 是 没有 喝到 小 吊梨汤 。 下次 有 机会 再 去 品尝 。
1074,吃过多了就感觉没第一次吃的这么好吃了,1,吃 过 多 了 就 感觉 没 第一次 吃 的 这么 好吃 了
1075,很久不写点评了，这次实在是忍无可忍！昨天一家四口去这家吃晚饭，老公还没吃完就说有点要拉肚子，我当时还笑他几句，就吃个自助至于么，但是也有点奇怪他也没吃什么特别多特别杂的东西，昨天夜里公婆都相继开始腹泻！我从今天早晨开始上吐下泻！现在班都没法上想请假回家了！之前去别家吃自助，也是生冷不忌，从来没有过这种情况！说回这家店，昨天是第一次吃，周日下午五点过去到门口真是把我吓傻了，前面70多桌等位的，很久没见过一家店这么火爆的场面了，当时就有些奇怪是有什么过人之处？五点拿号，六点半进店，从进去就觉得也不过如此啊，食物没什么特别，环境就是此类自助常见的昏暗、嘈杂，虽然有服务人员，但实在也是忙不过来，只能等他自己转过来收餐盘。昨天吃完就想写个点评提醒下，当时只是觉得真的没必要等这么长时间去吃这么一顿不过如此的饭。现在真的是极度愤怒了！！！还从没在外面吃饭吃到过这样的！一星差评必须的！！！,0,很久 不 写 点评 了 ， 这次 实在 是 忍无可忍 ！ 昨天 一家 四口 去 这家 吃晚饭 ， 老公 还 没 吃 完 就 说 有点 要 拉肚子 ， 我 当时 还 笑 他 几句 ， 就 吃 个 自助 至于 么 ， 但是 也 有点 奇怪 他 也 没 吃 什么 特别 多 特别 杂 的 东西 ， 昨天夜里 公婆 都 相继 开始 腹泻 ！ 我 从 今天 早晨 开始 上吐下泻 ！ 现在 班 都 没法 上 想 请假 回家 了 ！ 之前 去 别家 吃 自助 ， 也 是 生冷 不忌 ， 从来 没有 过 这种 情况 ！ 说 回 这家 店 ， 昨天 是 第一次 吃 ， 周日 下午 五点 过去 到 门口 真是 把 我 吓傻 了 ， 前面 70 多桌 等位 的 ， 很久没 见过 一家 店 这么 火爆 的 场面 了 ， 当时 就 有些 奇怪 是 有 什么 过人之处 ？ 五点 拿 号 ， 六点半 进店 ， 从 进去 就 觉得 也 不过如此 啊 ， 食物 没什么 特别 ， 环境 就是 此类 自助 常见 的 昏暗 、 嘈杂 ， 虽然 有 服务 人员 ， 但 实在 也 是 忙不过来 ， 只能 等 他 自己 转过 来收 餐盘 。 昨天 吃 完 就 想 写个 点评 提醒 下 ， 当时 只是 觉得 真的 没 必要 等 这么 长时间 去 吃 这么 一顿 不过如此 的 饭 。 现在 真的 是 极度 愤怒 了 ！ ！ ！ 还 从没 在 外面 吃饭 吃 到 过 这样 的 ！ 一星 差评 必须 的 ！ ！ ！
1076,小长假最后一天冒雨去吃，订桌的食客不像其他时候那么多。白色桌布，白色沙发显得环境很洁净。大拉皮是每次必点的菜，量大味正料足，如果嫌麻酱料少还可以让服务员添。个人认为锅包肉不值得推荐，肉炸的有些硬，汁偏酸几乎没怎么吃全剩下了，旁边一桌结账时也剩下很多。,1,小 长假 最后 一天 冒雨 去 吃 ， 订桌 的 食客 不像 其他 时候 那么 多 。 白色 桌布 ， 白色 沙发 显得 环境 很 洁净 。 大 拉皮 是 每次 必点 的 菜 ， 量大味 正料 足 ， 如果 嫌 麻酱 料少 还 可以 让 服务员 添 。 个人 认为 锅包肉 不 值得 推荐 ， 肉炸 的 有些 硬 ， 汁 偏酸 几乎 没 怎么 吃全 剩下 了 ， 旁边 一桌 结账 时 也 剩下 很多 。
1077,挺好的，真不错啊，一家人去的吃的好,1,挺 好 的 ， 真不错 啊 ， 一家人 去 的 吃 的 好
1078,还行吧，可能因为刚开，人很多，干酪鱼、果仁虾不错，感觉牛肉饭有点咸,1,还行 吧 ， 可能 因为 刚开 ， 人 很多 ， 干酪 鱼 、 果仁 虾 不错 ， 感觉 牛肉 饭 有点咸
1079,其实 没有传说中这么好 价格贵 吃的东西少 雪冰什么的不如到外面吃 这个价位不值 猪蹄什么的 味道可以 就是太少 能吃饱又能吃好这里不推荐,0,其实   没有 传说 中 这么 好   价格 贵   吃 的 东西 少   雪冰 什么 的 不如 到 外面 吃   这个 价位 不值   猪蹄 什么 的   味道 可以   就是 太 少   能 吃饱 又 能 吃 好 这里 不 推荐
1080,去天津玩一趟，看点评说这家很火，就过来尝尝，来的早基本没排队，环境还行，服务员都有点儿愣愣的，点了招牌的熏排骨，一般，熏的都有点儿发苦了，手撕饼一点儿不香，吃多了腻，烤蛏子好奇怪的口感，特别的腻歪，还有沙子，妈妈大拉皮还行，好大一盘子黄瓜，卖相倒还行，想吃锅包肉，当天说没有卖完了。。。真不知道这么一家店为什么排队，完全一般啊，基本上都不好吃。。。跟风失败，没吃什么就200，相当不值当,0,去 天津 玩 一趟 ， 看 点评 说 这家 很火 ， 就 过来 尝尝 ， 来 的 早 基本 没 排队 ， 环境 还 行 ， 服务员 都 有点儿 愣愣 的 ， 点 了 招牌 的 熏 排骨 ， 一般 ， 熏 的 都 有点儿 发苦 了 ， 手 撕饼 一点儿 不香 ， 吃 多 了 腻 ， 烤 蛏子 好 奇怪 的 口感 ， 特别 的 腻歪 ， 还有 沙子 ， 妈妈 大 拉皮 还 行 ， 好大一 盘子 黄瓜 ， 卖相 倒 还行 ， 想 吃 锅包肉 ， 当天 说 没有 卖完 了 。 。 。 真不知道 这么 一家 店 为什么 排队 ， 完全 一般 啊 ， 基本上 都 不 好吃 。 。 。 跟风 失败 ， 没 吃 什么 就 200 ， 相当 不值 当
1081,人太多了，根本不能正点吃上饭，不要不4点多就吃晚餐，要不就晚上8点多还排不上队，饿得真受不了，我这资深吃货都难以招架，人少了特色菜吃不全，人多了排队太麻烦，总之纠结得很，店外和演唱会一样，人乌央乌央的。以后还要排队，为了吃拼了,1,人太多 了 ， 根本 不能 正点 吃 上 饭 ， 不要 不 4 点多 就 吃 晚餐 ， 要 不 就 晚上 8 点多 还 排不上 队 ， 饿得 真受不了 ， 我 这 资深 吃货 都 难以 招架 ， 人少 了 特色菜 吃 不全 ， 人多 了 排队 太 麻烦 ， 总之 纠结 得 很 ， 店外 和 演唱会 一样 ， 人 乌央 乌央 的 。 以后 还要 排队 ， 为了 吃 拼 了
1082,觉得菜很一般，还是喜欢外婆家。,0,觉得 菜 很 一般 ， 还是 喜欢 外婆家 。
1083,四星半。周末和小伙伴约饭，选了这里。两个女生，两份甜点两个菜一壶小吊梨汤，吃到撑，梨汤最后打包了。人少吃炒菜果然不合适…干酪鱼。被玩坏的干酪鱼😂😂 口感不错，没有那种被吉利丁堆出来的感觉梨球果仁虾。梨球和虾仁的搭配很奇妙，虾仁剖开炸的但是有些虾线并没有处理干净，可以改进小吊自制豆腐。热的时候超级好吃 外层炸的酥脆，里面嫩嫩的，味道也很赞，咸淡正合适。冷了之后有点腻小吊梨汤。两个人要了一壶还是，只喝了一半。倒的时候就能感觉到梨汤的浓度在，小伙伴说是有银耳之类长时间煮溶在汤里了豌豆黄。很好吃，甜甜的又不会腻，湿度也刚刚好。摆盘跟小吊梨汤的壶很搭😳下次去要避开网红菜吃~,1,四星 半 。 周末 和 小伙伴 约 饭 ， 选 了 这里 。 两个 女生 ， 两份 甜点 两个 菜 一壶 小 吊梨汤 ， 吃 到 撑 ， 梨 汤 最后 打包 了 。 人少 吃 炒菜 果然 不 合适 … 干酪 鱼 。 被 玩坏 的 干酪 鱼 😂 😂   口感 不错 ， 没有 那种 被 吉利 丁堆 出来 的 感觉 梨球 果仁 虾 。 梨球 和 虾仁 的 搭配 很 奇妙 ， 虾仁 剖开 炸 的 但是 有些 虾线 并 没有 处理 干净 ， 可以 改进 小吊 自制 豆腐 。 热 的 时候 超级 好吃   外层 炸 的 酥脆 ， 里面 嫩嫩的 ， 味道 也 很 赞 ， 咸淡 正合适 。 冷 了 之后 有点 腻 小 吊梨汤 。 两个 人要 了 一壶 还是 ， 只 喝 了 一半 。 倒 的 时候 就 能 感觉 到 梨 汤 的 浓度 在 ， 小伙伴 说 是 有 银耳 之类 长时间 煮 溶 在 汤里 了 豌豆黄 。 很 好吃 ， 甜甜的 又 不会 腻 ， 湿度 也 刚刚 好 。 摆盘 跟 小 吊梨汤 的 壶 很 搭 😳 下次 去 要 避开 网红菜 吃 ~
1084,恒隆六楼，人最多的地方。清新冰草，如果要是没有，就在菜单上删掉，每次去每次都没有！蛏子还是挺好吃的，味道不错！三杯鸡，酸菜鱼也都是每次必点。奶香饼，也很好吃，奶香味特别浓，但是不太适合做主食，吃多了会比较腻，作为零食还是不错的！总听还是挺好的。,1,恒隆 六楼 ， 人 最 多 的 地方 。 清新 冰草 ， 如果 要是 没有 ， 就 在 菜单 上 删掉 ， 每次 去 每次 都 没有 ！ 蛏子 还是 挺好吃 的 ， 味道 不错 ！ 三杯 鸡 ， 酸菜鱼 也 都 是 每次 必点 。 奶 香饼 ， 也 很 好吃 ， 奶 香味 特别 浓 ， 但是 不太 适合 做 主食 ， 吃 多 了 会 比较 腻 ， 作为 零食 还是 不错 的 ！ 总听 还是 挺 好 的 。
1085,口味超级喜欢 一点时间不吃就会很想念 就是点餐很麻烦需要自己手机app 结账还要跑带前台 麻烦,1,口味 超级 喜欢   一点 时间 不吃 就 会 很 想念   就是 点餐 很 麻烦 需要 自己 手机 app   结账 还要 跑 带 前台   麻烦
1086,恒隆里最喜欢的一家店 经济实惠 还好吃,1,恒隆 里 最 喜欢 的 一家 店   经济 实惠   还 好吃
1087,和闺蜜聚会，过节点菜头一次遇到这样的店家，点10个菜三个菜不可以点，告知虾仁没有，一会告知虾仁爆三鲜没有，男服务员态度粗鲁，菜品不全可以提前告知，为什么点完菜等会才告知，不是快打烊了，是上午刚开门呀，对于你们小吊梨汤无语了😓😓😓,0,和 闺蜜 聚会 ， 过节 点菜 头 一次 遇到 这样 的 店家 ， 点 10 个 菜 三个 菜 不 可以 点 ， 告知 虾仁 没有 ， 一会 告知 虾仁 爆 三鲜 没有 ， 男服务员 态度 粗鲁 ， 菜品 不全 可以 提前 告知 ， 为什么 点 完菜 等 会 才 告知 ， 不是 快 打烊 了 ， 是 上午 刚 开门 呀 ， 对于 你们 小吊梨汤 无语 了 😓 😓 😓
1088,看到是北京菜排行第一名，和朋友慕名而来，失望的一次经历，应该不会再去第二次了。七点半左右到的吧，等了半个小时就进去了，不算慢。点了大家都推荐的几个特色菜。小吊梨汤，里面应该是加了蜂蜜和糖精，齁甜。中等壶并不算大。椒麻排骨，图片看起来很大，上来盘子很小，也就是普通饭馆凉菜盘那么大吧，这是第一个失望的地方。还点了一个松仁爆三鲜，这个菜还可以。还点了一个番茄牛腩蛋，其实就是西红柿炒鸡蛋放了六七块牛腩而已。这个菜距离前两个菜中间上菜时间大约等了半个小时，梨汤都快喝饱了。这是第二个失望的地方。结账时被告知只能微信或现金结账而且月底不能开发票。支付宝不能付为什么点菜后不告知等结账才说而且月底并不是不能开票的理由，非常失望。,0,看到 是 北京 菜 排行 第一名 ， 和 朋友 慕名而来 ， 失望 的 一次 经历 ， 应该 不会 再 去 第二次 了 。 七点 半左右 到 的 吧 ， 等 了 半个 小时 就 进去 了 ， 不算 慢 。 点 了 大家 都 推荐 的 几个 特色菜 。 小吊梨汤 ， 里面 应该 是 加 了 蜂蜜 和 糖精 ， 齁 甜 。 中等 壶 并 不算 大 。 椒 麻 排骨 ， 图片 看起来 很大 ， 上来 盘子 很小 ， 也 就是 普通 饭馆 凉菜 盘 那么 大 吧 ， 这是 第一个 失望 的 地方 。 还点 了 一个 松仁 爆 三鲜 ， 这个 菜 还 可以 。 还点 了 一个 番茄 牛腩 蛋 ， 其实 就是 西红柿 炒鸡蛋 放 了 六七块 牛腩 而已 。 这个 菜 距离 前 两个 菜 中间 上菜 时间 大约 等 了 半个 小时 ， 梨 汤 都 快 喝 饱 了 。 这是 第二个 失望 的 地方 。 结账 时 被 告知 只能 微信 或 现金 结账 而且 月底 不能 开发票 。 支付宝 不能 付 为什么 点菜 后 不 告知 等 结账 才 说 而且 月底 并 不是 不能 开票 的 理由 ， 非常 失望 。
1089,好吃！都没吃完剩下了，人均100多吧，挺好吃的,1,好吃 ！ 都 没 吃 完 剩下 了 ， 人均 100 多 吧 ， 挺好吃 的
1090,或许是期望值太高了，基本上是失望而归。5点排号一个多小时到号。 先说梨汤 跟自家熬的不太一样，很浓稠，喝着不清爽。越喝越渴。不太习惯这个口味。不过量挺足。干酪鱼淡淡的奶油味，甜甜的很好吃豆腐一般里面似乎是韭菜，炸的并不脆。最闹心的是牛肉烩饭，1个小时才上菜，至于味道，用一个字就能诠释 咸！,0,或许 是 期望值 太高 了 ， 基本上 是 失望 而 归 。 5 点 排号 一个多 小时 到 号 。   先说 梨 汤   跟 自家 熬 的 不 太 一样 ， 很浓 稠 ， 喝 着 不 清爽 。 越 喝 越 渴 。 不太 习惯 这个 口味 。 不过 量 挺 足 。 干酪 鱼 淡淡的 奶油味 ， 甜甜的 很 好吃 豆腐 一般 里面 似乎 是 韭菜 ， 炸 的 并 不脆 。 最 闹心 的 是 牛肉 烩饭 ， 1 个 小时 才 上菜 ， 至于 味道 ， 用 一个 字 就 能 诠释   咸 ！
1091,门面很小，菜比较贵。两个人花了不到300，饮料很贵，环境还可以。应该不会再去。,0,门面 很小 ， 菜 比较 贵 。 两个 人花 了 不到 300 ， 饮料 很 贵 ， 环境 还 可以 。 应该 不会 再 去 。
1092,菜品味道好，环境优越，全家满意，下次还会去。,1,菜品 味道 好 ， 环境 优越 ， 全家 满意 ， 下次 还会 去 。
1093,排了很久的队不说  大厅很乱 嘈杂 菜一般般 味道吃的也不是很顺口,0,排 了 很 久 的 队 不 说     大厅 很 乱   嘈杂   菜 一般般   味道 吃 的 也 不是 很 顺口
1094,挺好吃 特别是排骨 喜欢还会再去,1,挺好吃   特别 是 排骨   喜欢 还会 再 去
1095,口味挺好的啊，各种烤肉和好吃的，但回家就急性肠胃炎了，挺干净的，不知道为什么，我怀疑是饮料的问题？,0,口味 挺 好 的 啊 ， 各种 烤肉 和 好吃 的 ， 但 回家 就 急性 肠胃炎 了 ， 挺 干净 的 ， 不 知道 为什么 ， 我 怀疑 是 饮料 的 问题 ？
1096,乍看菜单觉得还行，可菜的味道实在不怎么样，青菜里的木耳是馊的，店家就说没问题，招牌排骨端上来凉乎乎的，嚼不动，肉饼也很难吃，不知道上面那些好评是不是店家自己写的，反正是再不会去了！,0,乍看 菜单 觉得 还 行 ， 可菜 的 味道 实在 不怎么样 ， 青菜 里 的 木耳 是 馊 的 ， 店家 就 说 没 问题 ， 招牌 排骨 端上来 凉乎乎 的 ， 嚼 不动 ， 肉饼 也 很 难吃 ， 不 知道 上面 那些 好评 是不是 店家 自己 写 的 ， 反正 是 再 不会 去 了 ！
1097,同事去过，觉得不错，推荐给我们了，有机会去尝尝,1,同事 去过 ， 觉得 不错 ， 推荐 给 我们 了 ， 有 机会 去 尝尝
1098,前几次去的还挺好 之后越来越差劲了,0,前几次 去 的 还 挺 好   之后 越来越 差劲 了
1099,新开的店，很不错，东西很全也很好吃!跟同事一起去的,1,新开 的 店 ， 很 不错 ， 东西 很全 也 很 好吃 ! 跟 同事 一起 去 的
1100,非常好，别任何一家自助烤肉菜品都全,1,非常 好 ， 别 任何 一家 自助 烤肉 菜品 都 全
1101,今天从门口过，觉得能进娜娜家，果断冲过来，哈哈，抢到大的沙发桌喽…😬😬😬彩虹🌈沙拉种类多多，牛油果番茄芝士鸡蛋…补充营养，味道也不错😂看点评选了奶酪罐子，香香的奶酪淡淡草莓香，里面还有重芝士布朗尼，很喜欢😍法式菌菇汤，真是浓浓的蘑菇味，这家的味道很好，草莓松饼中间的冰激凌要是🍓味的对我来说就更完美了~意大利面的汤好好味，有点点鲜点点芥辣的味道😊总之拔了草…饱饱而归,1,今天 从 门口 过 ， 觉得 能进 娜娜 家 ， 果断 冲过来 ， 哈哈 ， 抢到 大 的 沙发 桌 喽 … 😬 😬 😬 彩虹 🌈 沙拉 种类 多多 ， 牛油果 番茄 芝士 鸡蛋 … 补充 营养 ， 味道 也 不错 😂 看点 评选 了 奶酪 罐子 ， 香香的 奶酪 淡淡 草莓 香 ， 里面 还有 重 芝士 布朗 尼 ， 很 喜欢 😍 法式 菌菇 汤 ， 真是 浓浓的 蘑菇 味 ， 这家 的 味道 很 好 ， 草莓 松饼 中间 的 冰激凌 要是 🍓 味 的 对 我 来说 就 更 完美 了 ~ 意大利 面 的 汤 好好 味 ， 有 点点 鲜 点点 芥辣 的 味道 😊 总之 拔 了 草 … 饱饱 而 归
1102,不明白五星好评是怎么来的。首先，排队的人实在是太多太多，而且大家都很吵没秩序，没那么闲把时间浪费在排一两个小时的队上。其次，如果很好吃的话，多排一会儿队也是值得的，然而这的食物口味根本对不起排了这么久的队，烤肉实在是上得太慢太慢了，一顿饭下来菜单上的那些肉都没见全。76元的价格，我还付出了两个小时的排队时间，这还不算我为了去水游城坐了一个多小时的地铁，来回将近3小时，完全比不上我去别家花更便宜的价格吃更美味的东西，反正以后不会再来这。,0,不 明白 五星 好评 是 怎么 来 的 。 首先 ， 排队 的 人 实在 是 太多太多 ， 而且 大家 都 很 吵 没 秩序 ， 没 那么 闲 把 时间 浪费 在 排 一两个 小时 的 队 上 。 其次 ， 如果 很 好吃 的话 ， 多排 一会儿 队 也 是 值得 的 ， 然而 这 的 食物 口味 根本 对不起 排 了 这么久 的 队 ， 烤肉 实在 是 上 得 太慢 太慢 了 ， 一顿饭 下来 菜单 上 的 那些 肉 都 没见 全 。 76 元 的 价格 ， 我 还 付出 了 两个 小时 的 排队 时间 ， 这 还 不算 我 为了 去 水游城 坐 了 一个多 小时 的 地铁 ， 来回 将近 3 小时 ， 完全 比不上 我 去 别家 花 更 便宜 的 价格 吃 更 美味 的 东西 ， 反正 以后 不会 再来 这 。
1103,评价不错 有机会一定去吃 人多需要等待,1,评价 不错   有 机会 一定 去 吃   人多 需要 等待
1104,天天排队，不知道为什么。。。。。。。。味道一般偏上,1,天天 排队 ， 不 知道 为什么 。 。 。 。 。 。 。 。 味道 一般 偏 上
1105,已经开到第五家了，才有机会拔草。实属不易，不过倒是不虚此行。西餐这样的馆子多起来了，娜娜家以她优质的食色，食相，食味创造了西餐界内的品味--高大上。能有与众不同的餐馆才能火下去。不过价格也够“火”。最后一图是味道最好的。,1,已经 开 到 第五家 了 ， 才 有 机会 拔草 。 实属 不易 ， 不过 倒 是 不虚此行 。 西餐 这样 的 馆子 多 起来 了 ， 娜娜 家以 她 优质 的 食色 ， 食 相 ， 食味 创造 了 西餐 界内 的 品味 - - 高大 上 。 能 有 与众不同 的 餐馆 才能 火 下去 。 不过 价格 也 够 “ 火 ” 。 最后 一图 是 味道 最好 的 。
1106,服务太差了，两个人带着东西，就让做二人台，很多四人台空着，就不让做，叫主管来也不让做，说是规定，服务真是太差了,0,服务 太差 了 ， 两个 人带 着 东西 ， 就让 做 二人 台 ， 很多 四人 台空 着 ， 就 不让 做 ， 叫 主管 来 也 不让 做 ， 说 是 规定 ， 服务 真是太 差 了
1107,菜太咸了，下单半小时不上菜，催了半天才上,0,菜 太 咸 了 ， 下单 半小时 不 上菜 ， 催 了 半天 才 上
1108,恒隆店的人气太旺了 排了好长时间终于等到大桌 点餐时点的回锅肉和酸菜鱼 服务员就说这两个菜可上的慢 结果我们坚持点了 最后上菜时还是很快就上了缺点 菜量不如南京路店的量大 而且太油了 老人表示不喜欢,0,恒隆 店 的 人气 太旺 了   排 了 好长时间 终于 等到 大桌   点餐 时点 的 回锅肉 和 酸菜鱼   服务员 就 说 这 两个 菜 可 上 的 慢   结果 我们 坚持 点 了   最后 上菜 时 还是 很快 就 上 了 缺点   菜量 不如 南京路 店 的 量 大   而且 太油 了   老人 表示 不 喜欢
1109,4:30左右到就已经有排队嘚了 拿完号之后5点等着叫号 也就等了10分钟左右就安排我们进去了 因为我们是四个人所以服务员就带我们去了四人小桌 我说想要做单间 服务员说单间要5-6人才可以 我老公和我小叔子都是比较高比较胖嘚人 而且又是我婆婆生日 我觉嘚小桌太小 菜都放不下更何况再放一个蛋糕呢 服务员用对讲机联系了一下说明了情况之后还是告诉我不可以 我刚要说找一下你们经理 服务员就说可以了 后面没有大桌了 我们坐下之后就等着我婆婆下班点菜 因为婆婆生日所以点了一碗炸酱面 服务员也没有问我们是否和菜一起上 以后就陆续上菜了 这时候我说面条晚点上 服务员说已经做好了 马上就端上来了 这个时候我婆婆还没有到呢 我也是无语了 之后我发现门口可以免费领小吊一口香 就是鸡蛋里面放点调料什么嘚 拍了差不多有20个人左右 我就买结账嘚时候服务员可不可以不排队给我一个 毕竟我之前也是排队进来吃饭嘚 只是我排队嘚时候还没有发而已 他说不可以 想吃必须排队 我说你看看我也是个孕妇不能照顾一下嘛 他居然说你是吃完饭了 外面那些顾客还都没吃饭呢 当时我什么话都没有说 再一次让我很无语 这个服务 这种态度 以后绝对不会再去 除了环境好点 装修比较古典 菜嘚口味真嘚是一点都不敢恭维 第一次这么认真嘚给一家店写这么多字嘚点评,0,4 : 30 左右 到 就 已经 有 排队 嘚 了   拿 完号 之后 5 点 等 着 叫 号   也 就 等 了 10 分钟 左右 就 安排 我们 进去 了   因为 我们 是 四个 人 所以 服务员 就 带 我们 去 了 四人 小桌   我 说 想要 做 单间   服务员 说 单间 要 5 - 6 人才 可以   我 老公 和 我 小叔子 都 是 比较 高 比较 胖 嘚 人   而且 又 是 我 婆婆 生日   我觉 嘚 小桌 太小   菜 都 放不下 更何况 再放 一个 蛋糕 呢   服务员 用 对讲机 联系 了 一下 说明 了 情况 之后 还是 告诉 我 不 可以   我刚 要说 找 一下 你们 经理   服务员 就 说 可以 了   后面 没有 大桌 了   我们 坐下 之后 就 等 着 我 婆婆 下班 点菜   因为 婆婆 生日 所以 点 了 一碗 炸酱面   服务员 也 没有 问 我们 是否 和 菜 一起 上   以后 就 陆续 上菜 了   这时候 我 说 面条 晚点 上   服务员 说 已经 做好 了   马上 就 端上来 了   这个 时候 我 婆婆 还 没有 到 呢   我 也 是 无语 了   之后 我 发现 门口 可以 免费 领小吊 一口 香   就是 鸡蛋 里面 放 点 调料 什么 嘚   拍 了 差不多 有 20 个人 左右   我 就 买 结账 嘚 时候 服务员 可不可以 不 排队 给 我 一个   毕竟 我 之前 也 是 排队 进来 吃饭 嘚   只是 我 排队 嘚 时候 还 没有 发 而已   他 说 不 可以   想 吃 必须 排队   我 说 你 看看 我 也 是 个 孕妇 不能 照顾 一下 嘛   他 居然 说 你 是 吃完饭 了   外面 那些 顾客 还 都 没 吃饭 呢   当时 我 什么 话 都 没有 说   再 一次 让 我 很 无语   这个 服务   这种 态度   以后 绝对 不会 再 去   除了 环境 好点   装修 比较 古典   菜 嘚 口味 真 嘚 是 一点 都 不敢恭维   第一次 这么 认真 嘚 给 一家 店写 这么 多字 嘚 点评
1110,味道不错，二个人要了这么多菜，感觉哪个都想吃,1,味道 不错 ， 二 个人 要 了 这么 多菜 ， 感觉 哪个 都 想 吃
1111,和朋友带宝宝去的。宝宝免费。他吃的很开心。 肉的味道很好。 不停的给肉。 很值。,1,和 朋友 带 宝宝 去 的 。 宝宝 免费 。 他 吃 的 很 开心 。   肉 的 味道 很 好 。   不停 的 给 肉 。   很值 。
1112,不错，量够大，就是人太多，排了好久的队,1,不错 ， 量够 大 ， 就是 人太多 ， 排 了 好久 的 队
1113,11点到这开始点餐 等到11:30问 为什么菜还没上 结果竟然被告诉11:30才开始做 你为什么不能早告诉我们 我们这都还有别的事呢！！！气死了,0,11 点到 这 开始 点餐   等到 11 : 30 问   为什么 菜 还 没上   结果 竟然 被 告诉 11 : 30 才 开始 做   你 为什么 不能 早 告诉 我们   我们 这 都 还有 别的 事 呢 ！ ！ ！ 气死 了
1114,味道还好吧！不明白为什么那么多人都在排队！,1,味道 还好 吧 ！ 不 明白 为什么 那么 多人 都 在 排队 ！
1115,人很多，个人觉得味道不错，值得推荐,1,人 很多 ， 个人 觉得 味道 不错 ， 值得 推荐
1116,周六下午16:30拿号，6点才进场~真是非常火的一家店~菜品口味很好，推荐烤肉、拉皮、手撕排骨~排骨如果在入味一些就更好了。跳跳虾和炒螺片比较失败，虾很小也没有鲜甜的感觉~螺片非常的少，就是一大盘炒洋白菜~整体还是值得推荐的~,1,周六 下午 16 : 30 拿 号 ， 6 点才 进场 ~ 真是 非常 火 的 一家 店 ~ 菜品 口味 很 好 ， 推荐 烤肉 、 拉皮 、 手 撕 排骨 ~ 排骨 如果 在 入味 一些 就 更好 了 。 跳跳 虾 和 炒 螺片 比较 失败 ， 虾 很小 也 没有 鲜甜 的 感觉 ~ 螺片 非常 的 少 ， 就是 一 大盘 炒 洋白菜 ~ 整体 还是 值得 推荐 的 ~
1117,菜很好，服务也很好棒棒滴，一定还会去。,1,菜 很 好 ， 服务 也 很 好 棒棒 滴 ， 一定 还会 去 。
1118,环境不错 口味实在一般 香薰排骨上来都是凉的 樱桃肉肉没什么味 下次不会再来了,0,环境 不错   口味 实在 一般   香薰 排骨 上来 都 是 凉 的   樱桃 肉肉 没什么 味   下次 不会 再来 了
1119,娜娜家新开的店 比之前几个大了很多 一如既往的好吃 只不过价格越来越贵 性价比太低,1,娜娜 家新开 的 店   比 之前 几个 大 了 很多   一如既往 的 好吃   只不过 价格 越来越 贵   性价比 太低
1120,味道比想象的差远了……那个特别推荐的熏排骨，味道跟小李烧鸡一样！太惊叹了！而且我吃的这份咸的发苦，一块没吃完就够了。金牌蛏子还可以，也是太咸了。奶香手撕饼还是不错的，推荐。金牌下饭菜，味道还不错，就是里面有芹菜，这个我不喜欢，纯属个人口味不同，里面放的肉太肥了，都挑出去了。一次管够。说实话那个熏排骨简直太失望了，不建议点。,0,味道 比 想象 的 差远了 … … 那个 特别 推荐 的 熏 排骨 ， 味道 跟 小 李 烧鸡 一样 ！ 太 惊叹 了 ！ 而且 我 吃 的 这份 咸 的 发苦 ， 一块 没 吃 完 就 够 了 。 金牌 蛏子 还 可以 ， 也 是 太 咸 了 。 奶香手 撕饼 还是 不错 的 ， 推荐 。 金牌 下 饭菜 ， 味道 还 不错 ， 就是 里面 有 芹菜 ， 这个 我 不 喜欢 ， 纯属 个人 口味 不同 ， 里面 放 的 肉 太肥 了 ， 都 挑出去 了 。 一次 管够 。 说实话 那个 熏 排骨 简直 太 失望 了 ， 不 建议 点 。
1121,还可以，第二次去，在去几次估计就没意思了,1,还 可以 ， 第二次 去 ， 在 去 几次 估计 就 没意思 了
1122,种类还算可以，就是上菜太慢了，一个多小时，烤制品还没上全，真是够了～,0,种类 还 算 可以 ， 就是 上菜 太慢 了 ， 一个多 小时 ， 烤 制品 还 没 上 全 ， 真是 够 了 ～
