text,sentiment,source,target
菜品 太 一般 ， 毫无 特色 ， 这 是 吃 过 的 唯一 一家   整个 菜谱 上 没有 一道 引起 食欲 的 饭馆,0,菜品 ,太 一般 ， 毫无 特色 ， 这 是 吃 过 的 唯一 一家   整个 菜谱 上 没有 一道 引起 食欲 的 饭馆
周六 和 家人 一起 去 吃 的   吃 了 好多   就是 去 的 晚 了 点   肉 上 的 慢   没 怎么 吃 肉   就 都 吃饱 了   火龙果   西瓜   哈密瓜 都 挺 甜 的   鸡翅 牛舌 都 好吃 的,1,周六 ,和 家人 一起 去 吃 的   吃 了 好多   就是 去 的 晚 了 点   肉 上 的 慢   没 怎么 吃 肉   就 都 吃饱 了   火龙果   西瓜   哈密瓜 都 挺 甜 的   鸡翅 牛舌 都 好吃 的
不要 点 锅包肉 ！ 肉 非常 的 薄 导致 根本 没法 吃 ， 其他 的 都 还 可以 香薰 肉 很 好吃 。,0,不要 ,点 锅包肉 ！ 肉 非常 的 薄 导致 根本 没法 吃 ， 其他 的 都 还 可以 香薰 肉 很 好吃 。
我 觉得 比 比尔森 好吃 多 了 ， 而且 上肉 很快 ， 给 的 也 不 抠门,1,我 ,觉得 比 比尔森 好吃 多 了 ， 而且 上肉 很快 ， 给 的 也 不 抠门
吃 出 了 铁 刨花 和 头发 ， 再也 不想 去 了 ！,0,吃 ,出 了 铁 刨花 和 头发 ， 再也 不想 去 了 ！
和 同学 聚餐 汉 八味 德 ， 环境 挺 好 ， 服务员 很 好 ， ， 热情 招待 。 价钱 便宜 ， 菜品 丰富,0,和 ,同学 聚餐 汉 八味 德 ， 环境 挺 好 ， 服务员 很 好 ， ， 热情 招待 。 价钱 便宜 ， 菜品 丰富
秋葵 和 蛏子 那个 还 不错 ， 还有 三杯 素 ～ 没想到 凉菜 冰草 的 量 那么 大 ， 三个 人 都 没 吃 完 … …,1,秋葵 ,和 蛏子 那个 还 不错 ， 还有 三杯 素 ～ 没想到 凉菜 冰草 的 量 那么 大 ， 三个 人 都 没 吃 完 … …
环境 很棒   适合 聚会 聊天   菜品 好吃 美味   喜欢 奶酪 罐子   喜欢,1,环境 ,很棒   适合 聚会 聊天   菜品 好吃 美味   喜欢 奶酪 罐子   喜欢
路过 天津 进去 尝尝 和 北京 的 味道 是否 一样 ， 挺 好 的 ， 没有 什么 偏差 ， 就是 人太多 了 ， 排队 等 了 40 多分钟 ， 很 满意,1,路过 ,天津 进去 尝尝 和 北京 的 味道 是否 一样 ， 挺 好 的 ， 没有 什么 偏差 ， 就是 人太多 了 ， 排队 等 了 40 多分钟 ， 很 满意
服务 不错 ， 很 特别 的 一间 小店 ， 旅游 的 时候 在 大众 点评 找到 的,1,服务 ,不错 ， 很 特别 的 一间 小店 ， 旅游 的 时候 在 大众 点评 找到 的
首先 ， 我点 完菜 问 服务员 可不可以 先 把 汤 给 我们 上 了 ， 给出 的 答案 是 坚决 的 否定 ， “ 不行 ” 。 很 奇怪 为什么 不行 呢 ， 我 这个 要求 过分 吗 ？ 其次 ， 我 询问 了 一道 菜 ， 叫 什么 酱 爆 海兔 ， 我 问 他 这 里面 是不是 鱿鱼 （ 1 图片 上 的 确实 很 像 鱿鱼 ， 2 我 确实 也 不 知道 海兔 是 什么 ） 结果 服务员 没好气 的 说 了 一句 ， 要是 鱿鱼 那 这 道菜 不 就 叫 酱 爆 鱿鱼 了 吗 ？ 最后 ， 点 的 两个 热菜 都 没 写 辣 但 上来 了 全都 有辣 ， 虽然 不是 很辣 ， 但 考虑 到 有 的 消费者 不能 吃 辣 ， 为什么 不 注明 一下 呢 ？ 反正 我 是 不会 再 去 了   挺 失望 的,0,首先 ,， 我点 完菜 问 服务员 可不可以 先 把 汤 给 我们 上 了 ， 给出 的 答案 是 坚决 的 否定 ， “ 不行 ” 。 很 奇怪 为什么 不行 呢 ， 我 这个 要求 过分 吗 ？ 其次 ， 我 询问 了 一道 菜 ， 叫 什么 酱 爆 海兔 ， 我 问 他 这 里面 是不是 鱿鱼 （ 1 图片 上 的 确实 很 像 鱿鱼 ， 2 我 确实 也 不 知道 海兔 是 什么 ） 结果 服务员 没好气 的 说 了 一句 ， 要是 鱿鱼 那 这 道菜 不 就 叫 酱 爆 鱿鱼 了 吗 ？ 最后 ， 点 的 两个 热菜 都 没 写 辣 但 上来 了 全都 有辣 ， 虽然 不是 很辣 ， 但 考虑 到 有 的 消费者 不能 吃 辣 ， 为什么 不 注明 一下 呢 ？ 反正 我 是 不会 再 去 了   挺 失望 的
人 很多 ， 东西 好吃 ， 种类 也 多 ！ ☕,1,人 ,很多 ， 东西 好吃 ， 种类 也 多 ！ ☕
东西 很 一般 ， 性价比 不高 ， 以后 不会 再 去 了,0,东西 ,很 一般 ， 性价比 不高 ， 以后 不会 再 去 了
人多 ， 不好 排 啊 ！ 不过 味道 环境 都 不错,1,人多 ,， 不好 排 啊 ！ 不过 味道 环境 都 不错
一次 非常 不好 的 经历 。 吃 出 硬 异物 。 人多 ， 等 得 却 非常 不值 。 之前 看 评价 以为 是 水军 抹黑 ， 现在 想想 应该 都 是 真人 体验 。 遥想 当年 第一家 店 的 时候 ， 作为 邻居 还 去 捧场 。 到 如今 店多 了 ， 变味 了 ， 想必 黑长 直 老板娘 也 再也 走 不 回来 了 吧 。 说 远 了 ， 讲 经过 。 门口 的 接待 很 专业 ， 环境 也 可以 ， 服务员 也 比较 客气 ， 都 是 年轻人 普遍 比较 文艺 。 点菜 要 微信 这点 就 不 喜欢 ， 这 不是 强迫 关注 么 … 老菜式 是 看不到 了 ， 翻新 的 花样 不少 ， 可 就是 都 太腻 ， 全剩 。 不 知道 怎么 后厨 加工 的 能 出 这 效果 。 蛋糕 腻 ， 吃 不到 一半 也 就算 了 ， 薯泥 也 能 腻 。 。 有个 夹 着 柠檬 的 肉 也 漂油 。 。 最 可怕 的 是 ， 吃 蛋糕 吃 出 硬 ！ 物 ！ 同事 当时 就 说 ， 万一 吃 蛋糕 的 是 个 孩子 呢 。 是 啊 孩子 吃 出 问题 这店 付得 起责 吗 ？ 虽然 店员 道歉 并 更换 ， 可 给出 个 原料 包装盒 的 解释 想想 就 受不了 。 能 把 包装 打碎 了 搅 蛋糕 里 ， 谁 知道 别的 还 进去 什么 了 。 。 完全 没 心情 吃 ， 保命 弃桌 。,0,一次 ,非常 不好 的 经历 。 吃 出 硬 异物 。 人多 ， 等 得 却 非常 不值 。 之前 看 评价 以为 是 水军 抹黑 ， 现在 想想 应该 都 是 真人 体验 。 遥想 当年 第一家 店 的 时候 ， 作为 邻居 还 去 捧场 。 到 如今 店多 了 ， 变味 了 ， 想必 黑长 直 老板娘 也 再也 走 不 回来 了 吧 。 说 远 了 ， 讲 经过 。 门口 的 接待 很 专业 ， 环境 也 可以 ， 服务员 也 比较 客气 ， 都 是 年轻人 普遍 比较 文艺 。 点菜 要 微信 这点 就 不 喜欢 ， 这 不是 强迫 关注 么 … 老菜式 是 看不到 了 ， 翻新 的 花样 不少 ， 可 就是 都 太腻 ， 全剩 。 不 知道 怎么 后厨 加工 的 能 出 这 效果 。 蛋糕 腻 ， 吃 不到 一半 也 就算 了 ， 薯泥 也 能 腻 。 。 有个 夹 着 柠檬 的 肉 也 漂油 。 。 最 可怕 的 是 ， 吃 蛋糕 吃 出 硬 ！ 物 ！ 同事 当时 就 说 ， 万一 吃 蛋糕 的 是 个 孩子 呢 。 是 啊 孩子 吃 出 问题 这店 付得 起责 吗 ？ 虽然 店员 道歉 并 更换 ， 可 给出 个 原料 包装盒 的 解释 想想 就 受不了 。 能 把 包装 打碎 了 搅 蛋糕 里 ， 谁 知道 别的 还 进去 什么 了 。 。 完全 没 心情 吃 ， 保命 弃桌 。
只是 觉得 这里 每次 都 和 疯 了 一样 的 需要 等 位置 。 口味 还 不错 ， 就是 服务质量 实在 失望 ， 尤其 是 门口 排号 的 ！ ！ ！,0,只是 ,觉得 这里 每次 都 和 疯 了 一样 的 需要 等 位置 。 口味 还 不错 ， 就是 服务质量 实在 失望 ， 尤其 是 门口 排号 的 ！ ！ ！
周日 中午 12 ： 15 点 的 菜 ， 第一个 菜 等 了 30 分钟 ， 第二个 又 等 了 20 分钟 ， 也 没 几个 客人 ， 就 一个 厨师 吧 ， 也 没有 配菜 的 吧 ？ 这种 接待 能力 ， 让 客人 干 等 着 ， 合适 吗 ？ 第三个 菜 又 等 了 20 分钟 。 一 上 两份 ， 邻桌 一份 。 盘子 上 的 汤 都 没 擦净 ， 这样 上菜 合适 吗 ？ 倍儿 咸 ， 都 一个 味 。 没 心情 了 ， 就 没 照片 了 。,0,周日 ,中午 12 ： 15 点 的 菜 ， 第一个 菜 等 了 30 分钟 ， 第二个 又 等 了 20 分钟 ， 也 没 几个 客人 ， 就 一个 厨师 吧 ， 也 没有 配菜 的 吧 ？ 这种 接待 能力 ， 让 客人 干 等 着 ， 合适 吗 ？ 第三个 菜 又 等 了 20 分钟 。 一 上 两份 ， 邻桌 一份 。 盘子 上 的 汤 都 没 擦净 ， 这样 上菜 合适 吗 ？ 倍儿 咸 ， 都 一个 味 。 没 心情 了 ， 就 没 照片 了 。
来 的 有点 晚   要 嘛 嘛 没有 了   木 办法 只能 好吃 的 都 要 了 double,1,来 ,的 有点 晚   要 嘛 嘛 没有 了   木 办法 只能 好吃 的 都 要 了 double
除了 要 排队 都 挺 好 的 ， 菜式 好吃 ， 服务 热情 ， 卫生 提高 就 更 完美 啦,1,除了 ,要 排队 都 挺 好 的 ， 菜式 好吃 ， 服务 热情 ， 卫生 提高 就 更 完美 啦
人太多 了 ！ 朋友 四点 就 去 排队 了 18 号 ， 我们 六点 到 的   前面 只动 了 三桌 ， 大桌 不好 等 ， 运气 好 别人 让给 我们 一个 号 ， 快 八点 才 进去 ， 朋友 宝宝 穿鞋 刚到 他们 的 测量杆 也 收费 了 ， 而且 测量杆 延伸 在 台阶 下面 也 有 五 厘米 了 ！ 这点 很 不合理 ， 建议 带 孩子 的 不要 去 ， 孩子 满 一米 就 收 25 元 ， 虽然 不 贵 但是 根本 吃 不了 什么 ， 大部分 偏辣 ！ 为了 宝宝 们 要 了 包间 必须 满九人 消费 还要 额外 支付 40 元 包间 费用 ！ 这点 也 有点 严苛 ！ 也就是说 低于 九个 人要 花 九个 人 的 费用 还要 额外 加 包间 费 ！ 好 吧 ！ 说 说 吃 的   跟 原来 的 金 汉斯 比尔 烤肉 类似 ， 没太多 新鲜感 ！ 口味 还 不错 ！ 补菜 很 速度 ！ 我 一个 爱喝 饮料 的 人 竟然 只 喝 了 一杯 奶茶 ， 因为 碳酸 饮料 根本 没有 气 ， 像 喝 糖水 不 喜欢 ， 虾 不错 ！ 螃蟹 都 是 壳 排队 的 烤生 蚝 也 没 吃 的 肉 呢 ！ 还 限制 每人 俩个 ， 仅此一次 ， 不会 再来 了,0,人太多 ,了 ！ 朋友 四点 就 去 排队 了 18 号 ， 我们 六点 到 的   前面 只动 了 三桌 ， 大桌 不好 等 ， 运气 好 别人 让给 我们 一个 号 ， 快 八点 才 进去 ， 朋友 宝宝 穿鞋 刚到 他们 的 测量杆 也 收费 了 ， 而且 测量杆 延伸 在 台阶 下面 也 有 五 厘米 了 ！ 这点 很 不合理 ， 建议 带 孩子 的 不要 去 ， 孩子 满 一米 就 收 25 元 ， 虽然 不 贵 但是 根本 吃 不了 什么 ， 大部分 偏辣 ！ 为了 宝宝 们 要 了 包间 必须 满九人 消费 还要 额外 支付 40 元 包间 费用 ！ 这点 也 有点 严苛 ！ 也就是说 低于 九个 人要 花 九个 人 的 费用 还要 额外 加 包间 费 ！ 好 吧 ！ 说 说 吃 的   跟 原来 的 金 汉斯 比尔 烤肉 类似 ， 没太多 新鲜感 ！ 口味 还 不错 ！ 补菜 很 速度 ！ 我 一个 爱喝 饮料 的 人 竟然 只 喝 了 一杯 奶茶 ， 因为 碳酸 饮料 根本 没有 气 ， 像 喝 糖水 不 喜欢 ， 虾 不错 ！ 螃蟹 都 是 壳 排队 的 烤生 蚝 也 没 吃 的 肉 呢 ！ 还 限制 每人 俩个 ， 仅此一次 ， 不会 再来 了
最多 给 两星 。 店面 很小 ， 座位 也 很 局促 。 按照 大众 点评 点 的 几个 好评 菜 ， 味道 都 很 一般 。 服务员 的 服务 真的 很 敷衍 啊 ， 一个 女生 总是 心不在焉 ， 招呼 半天 也 不 过来 ， 没有 为 食客 着想 的 意识 ， 还 少点 了 一个 菜 。 再也不会 来 了 。,0,最多 ,给 两星 。 店面 很小 ， 座位 也 很 局促 。 按照 大众 点评 点 的 几个 好评 菜 ， 味道 都 很 一般 。 服务员 的 服务 真的 很 敷衍 啊 ， 一个 女生 总是 心不在焉 ， 招呼 半天 也 不 过来 ， 没有 为 食客 着想 的 意识 ， 还 少点 了 一个 菜 。 再也不会 来 了 。
甜 的 要死 ， 不 好吃 ， 靠 发红包 赚 的 好评,0,甜 ,的 要死 ， 不 好吃 ， 靠 发红包 赚 的 好评
挺 好 的 ， 适合 朋友 聚会 ， 环境 不错 ， 肉 也 美味,1,挺 ,好 的 ， 适合 朋友 聚会 ， 环境 不错 ， 肉 也 美味
服务态度 太 差 ， 以后 再也 不想 去 了,0,服务态度 ,太 差 ， 以后 再也 不想 去 了
虾 不错   就是 比较 有 创意   地点 有点 偏,0,虾 ,不错   就是 比较 有 创意   地点 有点 偏
来 天津 的 第一顿 ， 挺 失望 的 ， 只能 说 这家 的 营销 做 的 好 ， 在 大众 点评 里 搜到 的 ， 评价 多 评价 高 ， 从意 风街 走 了 一 公里 来 ， 一 进门 看 餐厅 的 装修 就是 文艺 小 清新 范的 ， 直观 不是 会 做饭 的 。 果然 ， 我点 了 第二页 的 俩 菜 后 服务员 大力 推荐 第一页 的 四道 菜 ， 后来 改成 了 牙签 鸡丁 和 圆白菜 ， 凉菜 点 了 肉皮 冻 ， 肉皮 冻 口感 不 对 ， 可能 是 琼脂 太 多 、 里面 的 小块 也 不 像 肉皮 ， 牙签 鸡块 尚可 吧 ， 炝 炒 圆白菜 跟 家里 炒 的 类似 ， 果然 是 不会 做饭 的 厨子 。 服务 OK ， 还 送 了 酸奶 ， 就是 对 菜品 的 味道 太 失望 ， 连带 对 大众 点评 都 失望 ！ 在 天津 就 三顿 正餐 ， 耽误 了 我 品尝 美食 了 ！,0,来 ,天津 的 第一顿 ， 挺 失望 的 ， 只能 说 这家 的 营销 做 的 好 ， 在 大众 点评 里 搜到 的 ， 评价 多 评价 高 ， 从意 风街 走 了 一 公里 来 ， 一 进门 看 餐厅 的 装修 就是 文艺 小 清新 范的 ， 直观 不是 会 做饭 的 。 果然 ， 我点 了 第二页 的 俩 菜 后 服务员 大力 推荐 第一页 的 四道 菜 ， 后来 改成 了 牙签 鸡丁 和 圆白菜 ， 凉菜 点 了 肉皮 冻 ， 肉皮 冻 口感 不 对 ， 可能 是 琼脂 太 多 、 里面 的 小块 也 不 像 肉皮 ， 牙签 鸡块 尚可 吧 ， 炝 炒 圆白菜 跟 家里 炒 的 类似 ， 果然 是 不会 做饭 的 厨子 。 服务 OK ， 还 送 了 酸奶 ， 就是 对 菜品 的 味道 太 失望 ， 连带 对 大众 点评 都 失望 ！ 在 天津 就 三顿 正餐 ， 耽误 了 我 品尝 美食 了 ！
拼种 太多 了 ， 都 吃 不 过来 ， 秘制 梅肉 ， 培根 卷 好多 好吃 的 ， 还有 蛋挞,1,拼种 ,太多 了 ， 都 吃 不 过来 ， 秘制 梅肉 ， 培根 卷 好多 好吃 的 ， 还有 蛋挞
人 比较 多 ， 等 了 半个 小时 呢 ！ 付款 方便 ！,1,人 ,比较 多 ， 等 了 半个 小时 呢 ！ 付款 方便 ！
挺 好 的 ， 实物 不错 ， 挺全 的 ， 挺值 这 价格,1,挺 ,好 的 ， 实物 不错 ， 挺全 的 ， 挺值 这 价格
两星 只 针对 我 吃 过 的 甜品 ， 下午 去 吃 点 了 芒果 千层 和 奶酪 罐子 。 首先 说 说 千层 ， 非常 不 满意 非常 不 满意 给 一星 都 多 ， 一点 都 不 新鲜 ， 奶油 一点 都 不 绵密 如死 般的 硬实 ， 芒果 料 一点 都 不足 ， 还 不 新鲜 ， 水份 不多先 不 说 连 芒果 的 清香 都 来 的 那么 僵硬 ， 最后 说 饼 皮 ， whattt ？ 我 吃 的 是 十天 前 的 吗 ， 硬 的 都 快 过期 了 吧 。 这个 价格 吃 到 这样 的 千层 真的 是 没有 一点 脾气 。 奶酪 罐子 到 时 可以 稍微 高 一些 ， 奶酪 的 味道 也 还 不错 ， 但 就是 感觉 不 新鲜 ， 略带 咸味 的 口感 还是 比较满意 ， 看似 有 很多 分层 可是 不 知道 为什么 口感 吃 起来 却 很 单一 ， 实话 说 我 没太高 要求 ， 但是 实在 有 一些 不 满意 。 可能 是 我 只 吃 了 甜品 吧 ， 不 知道 会 不会 再 去 尝试 正餐 ， 但 也 不会 有 期待 了 。 环境 一般 ， 可能 是 安排 我们 之后 又 自己 换 了 桌子 ， 看似 干净 但 有 一层 水 ， 自己 擦 的 。 服务态度 倒 是 不错 ， 只是 自助 点单 扫 桌上 的 二维码 但是 没 找到 ， 坐 的 26 号 。 我 不 否认 你们 的 评价 ， 但 给 我 的 好像 真的 是 个 过期 的 ， 至少 不 新鲜 ， 可以 说 是 吃 过 最 难吃 的 千层 ， 最 难吃 。,0,两星 ,只 针对 我 吃 过 的 甜品 ， 下午 去 吃 点 了 芒果 千层 和 奶酪 罐子 。 首先 说 说 千层 ， 非常 不 满意 非常 不 满意 给 一星 都 多 ， 一点 都 不 新鲜 ， 奶油 一点 都 不 绵密 如死 般的 硬实 ， 芒果 料 一点 都 不足 ， 还 不 新鲜 ， 水份 不多先 不 说 连 芒果 的 清香 都 来 的 那么 僵硬 ， 最后 说 饼 皮 ， whattt ？ 我 吃 的 是 十天 前 的 吗 ， 硬 的 都 快 过期 了 吧 。 这个 价格 吃 到 这样 的 千层 真的 是 没有 一点 脾气 。 奶酪 罐子 到 时 可以 稍微 高 一些 ， 奶酪 的 味道 也 还 不错 ， 但 就是 感觉 不 新鲜 ， 略带 咸味 的 口感 还是 比较满意 ， 看似 有 很多 分层 可是 不 知道 为什么 口感 吃 起来 却 很 单一 ， 实话 说 我 没太高 要求 ， 但是 实在 有 一些 不 满意 。 可能 是 我 只 吃 了 甜品 吧 ， 不 知道 会 不会 再 去 尝试 正餐 ， 但 也 不会 有 期待 了 。 环境 一般 ， 可能 是 安排 我们 之后 又 自己 换 了 桌子 ， 看似 干净 但 有 一层 水 ， 自己 擦 的 。 服务态度 倒 是 不错 ， 只是 自助 点单 扫 桌上 的 二维码 但是 没 找到 ， 坐 的 26 号 。 我 不 否认 你们 的 评价 ， 但 给 我 的 好像 真的 是 个 过期 的 ， 至少 不 新鲜 ， 可以 说 是 吃 过 最 难吃 的 千层 ， 最 难吃 。
北 李妈妈 家 实在 是 太 火爆 了 ， 我 跟 妈妈 俩 个人 一点多 到 这 还 需要 拿 号 呢 ， 怎么 就 这么 多 的 人 ！ 不过 菜 的 味道 是 真的 很 好吃 ， 每次 来 必点 的 就是 手 抓 饼 和 京酱 肉丝 ， 这次 又 一大 发现 ， 发现 这个 粉丝 也 是 好吃 的 ， 跟 妈妈 俩 个人 点 了 三个 菜 ， 简直 就是 太 整好 ！,1,北 ,李妈妈 家 实在 是 太 火爆 了 ， 我 跟 妈妈 俩 个人 一点多 到 这 还 需要 拿 号 呢 ， 怎么 就 这么 多 的 人 ！ 不过 菜 的 味道 是 真的 很 好吃 ， 每次 来 必点 的 就是 手 抓 饼 和 京酱 肉丝 ， 这次 又 一大 发现 ， 发现 这个 粉丝 也 是 好吃 的 ， 跟 妈妈 俩 个人 点 了 三个 菜 ， 简直 就是 太 整好 ！
说实话 ， 真挺 一般 的 ， 不 知道 为什么 这么 多人 追捧 ⋯ ⋯ 菜品 口味 没什么 特点 ， 小 扣扣 地方 环境 也 是 那么回事 ， 等位 等 了 40 分钟 ， 原本 以为 是 很 火 ， 结果 进店 才 发现 是因为 上菜 太慢 ， 服务员 还 挺 死心眼儿 的 。 这个 肉丝 ， 甜口 山寨 版 鱼香肉丝 不 加 笋丝 木耳 什么 的 ， 鸡丁 这个 ， 不 加 签子 的 炸 串儿 味儿 ， 奶茶 只为 要 个 瓶子 ， 还要 了 那 菜花 ， 感觉 就是 焯 过 水 再 拿 水煮鱼 的 油炒 的 那 味儿 。 总之 绝对 不会 再 去 第二次 ， 这次 也 不值 等 的 功夫 。,0,说实话 ,， 真挺 一般 的 ， 不 知道 为什么 这么 多人 追捧 ⋯ ⋯ 菜品 口味 没什么 特点 ， 小 扣扣 地方 环境 也 是 那么回事 ， 等位 等 了 40 分钟 ， 原本 以为 是 很 火 ， 结果 进店 才 发现 是因为 上菜 太慢 ， 服务员 还 挺 死心眼儿 的 。 这个 肉丝 ， 甜口 山寨 版 鱼香肉丝 不 加 笋丝 木耳 什么 的 ， 鸡丁 这个 ， 不 加 签子 的 炸 串儿 味儿 ， 奶茶 只为 要 个 瓶子 ， 还要 了 那 菜花 ， 感觉 就是 焯 过 水 再 拿 水煮鱼 的 油炒 的 那 味儿 。 总之 绝对 不会 再 去 第二次 ， 这次 也 不值 等 的 功夫 。
都 挺 好 的 ， 就是 贵 ， 而且 每次 都 要 排队 才能 吃 到 ≥ ﹏ ≤,1,都 ,挺 好 的 ， 就是 贵 ， 而且 每次 都 要 排队 才能 吃 到 ≥ ﹏ ≤
北极 虾 扇贝 都 是 冰冻 的     让 我 怎么 吃,0,北极 ,虾 扇贝 都 是 冰冻 的     让 我 怎么 吃
一般 ， 贵 。 猪 脆骨 炖 豆角 味道 太差 了 ， 很 难吃 。 烤肉 还 算是 可以 ， 但是 太咸 。,0,一般 ,， 贵 。 猪 脆骨 炖 豆角 味道 太差 了 ， 很 难吃 。 烤肉 还 算是 可以 ， 但是 太咸 。
最爱 吃 那条 鱼 ， 其他 的 觉得 一般般 。,1,最爱 ,吃 那条 鱼 ， 其他 的 觉得 一般般 。
